Topic,Count,Name,Representation,Representative_Docs
136,85,136_krizë_kriza_krizën_krize,"['krizë', 'kriza', 'krizën', 'krize', 'krizat', 'krizës', 'krizash', 'përballuar', 'globale', 'krizave']","['Po bëhemi gati për këtë sezon duke u përballuar edhe me krizat, por tashmë kemi mësuar t’u përshtatemi situatave të paparashikuara që na vijnë nga natyra, nga krizat shëndetësore apo nga kriza të tjera globale.', 'Megjithatë, për të shkuar pak më tej, u them kolegëve të opozitës se nuk kemi përballuar vetëm këto kriza, edhe këtë që po e përballojmë me shumë sukses, deri tani të paktën, por kemi përballuar edhe një krizë tjetër, krizën që latë pas ju në vitin 2013.', 'Ne as na bëhet qejfi dhe as jemi arrogantë përballë kësaj krize. Ne kemi vetëm një detyrë, që na ka rënë mbi shpatulla, siç na ra tërmeti, siç na ra pandemia dhe kemi treguar që dimë t’i menaxhojmë krizat: ne duhet ta përballim veten me këtë krizë, duhet t’i mbrojmë qytetarët, ashtu siç po bëjmë me mbrojtjen për sa i përket energjisë elektrike dhe për sa u përket të gjitha paketave, që ju i dini shumë mirë, sepse këto kohë janë dhe aftësia e një qeverie sot është si ta menaxhojë krizën, sepse është një krizë botërore, e cila, fatkeqësisht, pa bërë fare tellallët e tmerrit, na duhet të themi që nga të gjitha të dhënat, nga çfarë shprehin ekspertët, si ata ekonomikë, si ata energjetikë, do të vijë duke u vështirësuar.']"
137,84,137_aftësi_kufizuara_personat_kufizuar,"['aftësi', 'kufizuara', 'personat', 'kufizuar', 'personave', 'punësimit', 'social', 'persona', 'punësimin', 'sociale']","['Së dyti, në lidhje me personat me aftësi ndryshe, pra personat me aftësi të kufizuara që quheshin më parë, sipas kategorive, sa do t’u rritet paga këtyre personave, të cilët kanë nevojë më shumë sesa të tjerët për sa i përket pagesës, sepse kanë probleme të mëdha shëndetësore?', 'Duke u kthyer tek aspektet e ligjit “Për nxitjen e punësimit” unë dua të ndalem te një instrument i rëndësishëm, i cili, në fakt, shkon në të njëjtin drejtim me reformën që ne kemi ndërmarrë sa i përket mbështetjes së personave me aftësi ndryshe, është pikërisht krijimi i fondit social të punësimit të personave me aftësi të kufizuara, një instrument më tepër, i cili do të garantojë që punësimi i personave me aftësi të kufizuar qoftë në institucionet shtetërore, qoftë në ato private të jetë mbi 9 000.', 'Të nderuar qytetarë, sjell në vëmendje për të gjithë personat me aftësi të kufizuar dhe familjarët e tyre se personat me aftësi të kufizuara, janë apo nuk janë të punësuar, nuk do ta humbasin për asnjë moment pagesën e aftësisë së kufizuar.']"
138,83,138_krimit_kriminale_krimin_organizuar,"['krimit', 'kriminale', 'krimin', 'organizuar', 'krimi', 'kriminelët', 'kriminalitetit', 'shqipëri', 'amerikën', 'policia']","['Mendoj që kjo projektmarrëveshje është një investim i përbashkët në luftën kundër kriminalitetit dhe në një farë mënyre rrit dinjitetin e Shqipërisë për sa u përket përpjekjeve të saj për të luftuar krimin në përgjithësi dhe në mënyrë të veçantë krimin e organizuar apo edhe krime të tjera me natyrë të rëndë.', 'Për çfarë më duhen mua sondazhet e këtyre, kur edhe raporti i Departamentit Amerikan të Shtetit thotë se Shqipëria është bazë e krimit të organizuar për Europën, Amerikën, Amerikën Latine dhe Lindjen e Mesme?', 'Me këtë rast dua të theksoj se çdo marrëveshje e kësaj narkoqeverie për luftën kundër krimit të organizuar është fund e krye një falsitet, një formalitet, pasi Shqipëria është vendi ku krimi i organizuar, siç thotë raporti i DASH-it, e ka shndërruar në qendrën operacionale të organizatave kriminale të rajonit, Europës, Amerikës së Veriut, Amerikës së Jugut dhe Lindjes së Mesme.']"
139,82,139_dhuna_dhunës_dhunën_dhunë,"['dhuna', 'dhunës', 'dhunën', 'dhunë', 'ngacmimi', 'punës', 'dhune', 'dhunshëm', 'ngacmimet', 'fenomen']","['Unë dua t’ju kujtoj që ka edhe një dhunë tjetër, ajo që quhet “dhuna strukturore”.', 'Kur diskutojmë për dhunën në vendin e punës, gjëja e parë që mendojmë është një sulm fizik, por, në fakt, dhuna në vendin e punës është një shqetësim shumë i madh dhe më i gjerë.', 'Viti 2022 156 Legjislatura e 10-të Dhuna në institucionet e punës nuk është ajo dhuna tradicionale që ne mund të supozojmë, siç është dhuna fizike, por lidhet me ngacmimet e formave të ndryshme, edhe ato morale.']"
140,81,140_plazhit_plazh_plazhe_plazhi,"['plazhit', 'plazh', 'plazhe', 'plazhi', 'plazhet', 'bregdetare', 'bregdetit', 'detit', 'plazhin', 'plazheve']","['Kjo duhet të verifikohet nga autoritetet përkatëse, sepse sot në qytetin e Vlorës plazhi është kthyer tërësisht në një plazh privat dhe banorëve të qytetit u ofrohet të bëjnë plazh në atë që quhet “plazhi i vjetër i qytetit”, si plazh publik, ku deti është me mbetje.', 'Plazhet që ju shikoni sot, qoftë në Ksamil apo në Sarandë, për brezat më të rinj, janë plazhe, në fakt, të krijuara rishtazi nga investitorë të ndryshëm, bashkë me zhvillimin e hotelerisë që, me gjithë guximin e tyre për të krijuar hapësira plazhi, edhe ato që shihni si plazhe në qytet sot, nuk kanë ekzistuar fare, por prapë e bëjnë Sarandën me vijën bregdetare më të shkurtër, ku plazhet janë, ashtu siç themi ne andej nga Jugu, më krëk.', 'Kontrolli i Lartë i Shtetit thotë se duhet vendosur një raport i drejtë mes plazhit publik dhe plazhit privat, ku ndarja e sipërfaqes të lejuar plazh privat dhe plazh publik të bëhet proporcionalisht sipas një raporti të drejtë, ku të prevalojë interesi publik, duke rritur aksesin e lirë të qytetarëve në plazhe.']"
141,81,141_as_bëjmë_jemi_dot,"['as', 'bëjmë', 'jemi', 'dot', 'lobime', 'ne', 'nuk', 'gjë', 'na', 'dimë']","['Në këtë moment, të paktën gjë që mund të bëjmë, që të tregojmë se të gjithë jemi të investuar në këtë çështje, nuk e bëjmë.', 'Ne nuk kemi ardhur këtu të bëjmë as histori dhe as të tregojmë përralla, as të tregojmë nëse njerëzit kanë gojë apo nuk kanë gojë, nëse u dhemb apo nuk u dhemb goja, nëse flasin apo nuk flasin.', 'Ne nuk jemi të mirë në lobime, gjë e cila është vërtetuar katërcipërisht. Ju i keni kontaktet për lobime, ju harxhoni para për lobime dhe vazhdoni ta bëni, është puna juaj, gjë për të cilën as ju gjykojmë e as merremi me këtë, sepse e dini vetë.']"
142,80,142_neneve_77_55_73,"['neneve', '77', '55', '73', 'miratim', 'votash', '78', 'shumicë', '83', 'kushtetutës']","['Projektligji “Për tatimin mbi të ardhurat” (në mbështetje të neneve 78 dhe 83, pika 1, nenit 155 të Kushtetutës dhe neneve 55 dhe 73-77 të Rregullores, shumicë e thjeshtë votash për miratim) Pyetje Shprehet nismëtari.', 'Projektligji “Për bletarinë” (në mbështetje të neneve 78 dhe 83, pika 1, të Kushtetutës dhe neneve 55 dhe 73-77 të Rregullores, shumicë e thjeshtë votash për miratim) Pyetje Shprehet nismëtari.', '3/2022” (në mbështetje të neneve 78, 83, pika 1, dhe 121, pika 1, të Kushtetutës dhe neneve 55 dhe 73-77 të Rregullores, shumicë absolute votash për miratim) Pyetje Shprehet nismëtari.']"
143,79,143_depozituar_njoftoj_këshilli_projektligje,"['depozituar', 'njoftoj', 'këshilli', 'projektligje', 'ministrave', 'kuvend', 'jave', 'njoftimet', 'vërejtje', 'akte']","['Ju njoftoj se në Kuvend gjatë kësaj jave janë depozituar dy projektligje nga Këshilli i Ministrave dhe një kërkesë për interpelancë.', 'Kalojmë te njoftimet. Ju njoftoj se në Kuvend gjatë kësaj jave janë depozituar dy projektligje nga Këshilli i Ministrave dhe dy projektligje propozim deputeti.', 'Kalojmë te njoftimet. Ju njoftoj se në Kuvend gjatë kësaj jave janë depozituar dy projektligje nga Këshilli i Ministrave dhe një projektligj propozim deputeti.']"
144,78,144_konkurrencës_konkurrencë_garë_autoriteti,"['konkurrencës', 'konkurrencë', 'garë', 'autoriteti', 'konkurrencën', 'antikonkurruese', 'operatorëve', 'biznesit', 'fituese', 'real']","['Megjithë përpjekjet e bëra, gjykoj se Autoriteti i Konkurrencës nuk ka mundur që ta përmbushë misionin e tij për arsyet e mëposhtme: Autoriteti i Konkurrencës, për mendimin tim, nuk arriti të jetë efektiv në punën e tij.', 'Sepse s’ka drejtësi dhe prandaj s’ka garë. Sepse s’ka garë, prandaj s’ka konkurrencë. Se nuk ka konkurrencë, prandaj nuk ka zhvillimin.', 'Pra, ku e kemi garën? Ku e kemi rritjen e konkurrencës? Absolutisht që nuk ka garë.']"
145,78,145_seanca_njoftohet_orën_mbyllet,"['seanca', 'njoftohet', 'orën', 'mbyllet', 'radhës', 'seancën', '00', 'mbyll', 'natën', 'faleminderit']","['Këtu mbyllet seanca. Seanca e radhës do t’ju njoftohet. Faleminderit! (Seanca u mbyll në orën 19:30) ', 'Këtu mbyllet seanca e sotme. Seanca e radhës do t’ju njoftohet. Natën e mirë! (Seanca u mbyll në orën 22:00) ', 'Këtu mbyllet seanca. Faleminderit! Seanca e radhës do t’ju njoftohet. (Seanca u mbyll në orën 13:00 ) ']"
146,76,146_rinjtë_rinjve_rinore_garancisë,"['rinjtë', 'rinjve', 'rinore', 'garancisë', 'punësimit', 'rinisë', 'rininë', 'profesional', 'punës', 'rinj']","['Kjo mbështetje e shtuar për buxhetin e të rinjve tregon edhe një herë vëmendjen që kemi treguar ndaj politikave rinore për të mbështetur të rinjtë tanë.', 'Së pari, për sa i përket garancisë rinore, projektligji e zgjeron konceptin për këtë program, duke parashikuar se skema e garancisë rinore është pjesë e programeve të punësimit, që mbështet të rinjtë deri në moshën 29 vjeç, të cilët nuk janë në punë, në arsim apo në formim profesional.', 'Në këtë projektligj parashikohet një pagesë për të rinjtë që zgjedhin trajnim profesional. Sa është numri i të rinjve që kanë përfituar nga programi i garancisë rinore për nxitjen e punësimit, nëse keni përgjigje?']"
147,76,147_prokurori_prokurorisë_urdhrin_prokuroria,"['prokurori', 'prokurorisë', 'urdhrin', 'prokuroria', 'prokurorinë', 'zbatoni', 'prokurorit', 'prokurorin', 'penale', 'dëshmitar']","['Pra, ata hetojnë dhe ju zbatoni urdhrin. Ju nuk duhet të pengoni prokurorinë... (Ndërhyrje pa mikrofon) Këtë duhet të bëni...', 'Duhet të zbatoni ligjin. Duhet të respektoni urdhrin e Prokurorisë. Mirë që nuk jepni përgjigje, mirë që nuk shpjegoni, mirë që nuk bëni transparencë mbi çfarë keni bërë, por të paktën respektoni urdhrin e prokurorisë.', 'Kur do ta zbatoni urdhrin e prokurorisë? Duhet të jepni shpjegime, këtë duhet të bëni.']"
148,76,148_minutazhin_minuta_interpelancën_96,"['minutazhin', 'minuta', 'interpelancën', '96', 'dispozicion', 'respektuar', '20', 'fillojmë', 'përcaktuar', 'parashtruar']","['Fillojmë duke respektuar minutazhin e përcaktuar në nenin 96 të Rregullores. Zoti Naço, keni 7 minuta në dispozicion për të parashtruar interpelancën.', 'Fillojmë duke respektuar minutazhin e përcaktuar në nenin 96 të Rregullores. Zoti Shehaj, keni të drejtën për të parashtruar interpelancën deri në 7 minuta.', 'Fillojmë, duke respektuar minutazhin e përcaktuar në nenin 96 të Rregullores. Zonja Zhupa, keni të drejtë të parashtroni interpelancën dhe keni 7 minuta në dispozicion.']"
149,75,149_luftë_lufta_luftës_lufte,"['luftë', 'lufta', 'luftës', 'lufte', 'luftën', 'peshon', 'bota', 'aleatë', 'renegatë', 'botërore']","['Si ka mundësi, që për 14 muaj nuk i ka rënë në sy askujt? Në mënyrë normale lind pyetja: a ka bashkëpunëtorë, kur jemi në luftë dhe qeveria del e thotë me të madhe se jemi në luftë?', 'Por po ju them se kjo është një situatë lufte dhe në luftë ka nevojë të jemi të bashkuar.', 'Ju kam dëgjuar për ditë me radhë të thoni nuk ka luftë, ku është lufta, nuk kemi dëgjuar për luftë, ne nuk dimë gjë?']"
150,75,150_ngushëllimet_tragjike_shpreh_mia,"['ngushëllimet', 'tragjike', 'shpreh', 'mia', 'martinit', 'humbi', 'jetën', 'familjes', '14', 'familjarëve']","['Sot nga kjo foltore u shpreh ngushëllimet e mia të ndjera familjes, miqësisë, shoqërisë, të afërmve të atij djali.', 'Zoti Çelaj, vijoni. Isuf Çelaj – Si fillim, dua t’i shpreh ngushëllimet e ndjera familjes së fëmijës 14-vjeçar, i cili u vra me thikë në ambientet e shkollës “Fan Noli” sot në Viti 2024 108 Legjislatura e 10-të Tiranë.', 'Në emër të këtyre vlerave, që na bëjnë të jemi vërtet njerëz, dua të them dy fjalë për ngjarjen tragjike që ndodhi ditën e djeshme, dhe dua t’u shpreh ngushëllimet e mia më të sinqerta familjes!']"
151,74,151_amnistinë_amnisti_amnistia_amnistisë,"['amnistinë', 'amnisti', 'amnistia', 'amnistisë', 'fiskale', 'mesazh', 'mesazhi', 'spak', 'gjkko', 'ut']","['Sa i takon amnistisë, sigurisht që do të jetë objekt diskutimi në këtë seancë. Ne kemi hedhur për konsultim ligjin për amnistinë.', 'Për amnistinë pyesni ata që kanë përfituar nga kjo amnisti, por, në fund të fundit, pyesni drejtësinë, drejtësia, Prokuroria e Përgjithshme ka nxjerrë edhe një udhëzim për këtë amnisti, edhe SPAK-u po bashkëpunon ngushtësisht me ne.', 'Nga ana tjetër, ne shikojmë se çdo ditë e më shumë po largohemi, duke vazhduar me amnistinë fiskale, dhe Kryeministri thotë se amnistinë fiskale nuk e anuloj.']"
152,74,152_penale_procedime_procedimeve_prokurorë,"['penale', 'procedime', 'procedimeve', 'prokurorë', 'gjykim', 'regjistruara', 'pandehur', 'hetim', 'numrit', '2021']","['Më konkretisht janë regjistruar 28 procedime penale me 34 persona nën hetim dhe, krahasuar kjo me vitin 2021, janë regjistruar 18 procedime penale me 9 persona nën hetim.', 'Referuar të dhënave statistikore për këtë grup veprash janë regjistruar 262 procedime penale me 201 të pandehur dhe 169 procedime me 187 të pandehur janë dërguar për gjykim, ose krahasuar me vitin 2021, kemi një rritje me 162% të numrit të procedimeve të regjistruara, një rritje 212,9% të numrit të procedimeve, një rritje 114,9% të numrit të të pandehurve të dërguar për gjykim, si dhe një rritje mbi 4 herë, nga 19 në 91, të numrit të personave të dënuar për veprat penale kundër korrupsionit.', 'Në lidhje me rekomandimin për rritjen e numrit të regjistrimit të procedimeve të regjistruara dhe të dërguara për gjykim, dhe cilësinë e hetimit të veprave penale në fushën e narkotikëve, trafiqeve dhe terrorizmit, nënvizojmë se gjatë vitit 2022 janë mbartur dhe regjistruar 24 procedime penale me 8 persona në hetim për vepra penale me qëllime terroriste dhe janë dërguar në gjykatë me kërkesë për gjykim 3 procedime penale dhe 3 persona të pandehur, të akuzuar për vepra penale me qëllime terroriste, që është një tregues pozitiv në krahasim me vitin 2021, ku janë regjistruar 20 procedime penale, por nuk ka pasur kërkesa për gjykim.']"
153,73,153_faqen_internet_depozituara_sistemin,"['faqen', 'internet', 'depozituara', 'sistemin', 'materialet', 'titujt', 'gjeni', 'çështjeve', 'parlament', 'ndërsa']","['Titujt e çështjeve të depozituara i gjeni në sistemin këtu në sallë, ndërsa materialet në sistemin e-parlament dhe në faqen e Kuvendit në internet.', 'Titujt e çështjeve të depozituara i gjeni në sistemin këtu në sallë, ndërsa materialet në sistemin e- parlament dhe në faqen e Kuvendit në internet.', 'Titujt e çështjeve të depozituara i gjeni në sistemin këtu në sallë, ndërsa materialet në sistemin e- parlament dhe në faqen e Kuvendit në internet.']"
154,72,154_fondeve_fondi_fonde_financiare,"['fondeve', 'fondi', 'fonde', 'financiare', 'buxhetore', 'financimit', 'fond', 'financim', 'fondit', 'nevojave']","['Unë vë re që, nga viti në vit, ne kemi kapacitete të shtuara në kuadër të thithjes së fondeve, vë re që kemi më shumë fonde të përfituara, të cilat kanë ndikuar drejtpërdrejt në përmirësimin e të mirës publike dhe që janë përfituar nga qytetarët, por kemi ende shumë punë për të bërë në këtë drejtim, ndaj dhe e përshëndes krijimin e agjencisë dhe koordinatorin ndërkombëtar për këto fonde, sepse kjo do të harmonizojë programimin, thithjen e fondeve, rritjen e kapaciteteve dhe drejtimin e nevojave atje ku është më prioritet, në mënyrë që ne të ecim në bazë të një plani pune të mirëkoordinuar.', 'Pra, mbulimi i nevojave për financim, nëpërmjet mbështetjes buxhetore, është një ndër instrumentet më të favorshme të financimit.', 'Të nderuar deputetë, Mbulimi i nevojave për financim, nëpërmjet mbështetjeve buxhetore, është një ndër instrumentet më të favorshme të financimit, duke qenë se kemi të bëjmë me kredi me terma të butë dhe të akorduara nga institucione ndërkombëtare serioze, që mbështesin zhvillimin e shteteve, pjesë të Axhendës 2030 për Zhvillimin e Qëndrueshëm.']"
155,71,155_kalendarin_kryetarëve_plenare_konferencën,"['kalendarin', 'kryetarëve', 'plenare', 'konferencën', 'punimeve', 'kalendar', 'kalendarit', 'data', 'rregullores', 'kuvendit']","['Në bazë të nenit 26, pika 6, dhe nenit 27, pika 4, të Rregullores, kur në Konferencën e Kryetarëve nuk arrihet mirëkuptim për programin dhe kalendarin e punimeve, Kryetari i Kuvendit e harton vetë atë dhe ia paraqet për miratim Kuvendit në seancë plenare.', 'Në Konferencën e Kryetareve nuk pati mirëkuptim në lidhje me kalendarin e punimeve. Në bazë të nenit 27, pika 4, të Rregullores, kur në Konferencën e Kryetarëve nuk arrihet mirëkuptimi për kalendarin e punimeve, Kryetari i Kuvendit e harton vetë atë dhe ia paraqet për miratim Kuvendit në seancë plenare.', 'Në Konferencën e Kryetarëve nuk pati mirëkuptim lidhur me kalendarin e punimeve. Në bazë të nenit 27, pika 4, të Rregullores: “Kur në Konferencën e Kryetarëve nuk arrihet mirëkuptimi për kalendarin e punimeve, Kryetari i Kuvendit e harton vetë atë dhe ia paraqet për miratim Kuvendit në seancë plenare.']"
